stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
5354,3stUtic,E 3RD ST S&S UTICA AVE,1659 E 3RD ST S & S UTICA AVE,36.156752,-95.967972,,,,
5355,3stUtic,E 3RD ST S&S UTICA AVE,1748 E 3RD ST S & S UTICA AVE,36.156589,-95.966574,,,,
5356,3stXanA,E 3RD ST S&S XANTHUS AVE,1979 E 3RD ST S & S XANTHUS AVE,36.156722,-95.963724,,,,
5357,3stXanA,E 3RD ST S&S XANTHUS AVE,2024 E 3RD ST S & S XANTHUS AVE,36.156533,-95.963143,,,,
5358,3stZuni,E 3RD ST S&S ZUNIS AVE,2189 E 3RD ST S & S ZUNIS AVE,36.156679,-95.961081,,,,
5359,41st87av,E 41ST ST S&S 87TH E AVE,8485 E 41ST ST S & S 87TH E AVE,36.104571,-95.881637,,,,
5360,41st118a,E 41ST ST S&S 118TH E AVE,11390 E 41ST ST S & S 118TH E AVE,36.104579,-95.849309,,,,
5361,41st100a,E 41ST ST S&S 100TH E AVE,9875 E 41ST ST S & S 100TH E AVE,36.104536,-95.866663,,,,
5362,41st100a,E 41ST ST S&S 100TH E AVE,10116 E 41ST ST S & S 100TH E AVE,36.104361,-95.865512,,,,
5363,41st102a,E 41ST ST S&S 102ND E AVE,10181 E 41ST ST S & S 102ND E AVE,36.104626,-95.86423,,,,
5364,41st102a,E 41ST ST S&S 102ND E AVE,10274 E 41ST ST S & S 102ND E AVE,36.104318,-95.863435,,,,
5365,41st109a,E 41ST ST S&S 109TH E AVE,10879 E 41ST ST S & S 109TH E AVE,36.104582,-95.856027,,,,
5366,41st109a,E 41ST ST S&S 109TH E AVE,10920 E 41ST ST S & S 109TH E AVE,36.104376,-95.855369,,,,
5367,41st118a,E 41ST ST S&S 118TH E AVE,,36.104535,-95.845638,,,,
5368,41st122a,E 41ST ST S&S 122ND E AVE,12171 E 41ST ST S & S 122ND E AVE,36.104533,-95.841935,,,,
5369,41st129a,E 41ST ST S&S 129TH E AVE,12825 E 41ST ST S & S 129TH E AVE,36.104584,-95.834182,,,,
5370,41st68av,E 41ST ST S&S 68TH E AVE,6661 E 41ST ST S & S 68TH E AVE,36.104503,-95.901933,,,,
5371,41st68av,E 41ST ST S&S 68TH E AVE,6828 E 41ST ST S & S 68TH E AVE,36.104332,-95.900373,,,,
5372,41st70av,E 41ST ST S&S 70TH E AVE,7024 E 41ST ST S & S 70TH E AVE,36.104336,-95.898631,,,,
5373,41st72av,E 41ST ST S&S 72ND E AVE,7077 E 41ST ST S & S 72ND E AVE,36.104484,-95.897521,,,,
5374,41st74av,E 41ST ST S&S 74TH E AVE,7279 E 41ST ST S & S 74TH E AVE,36.104489,-95.895079,,,,
5375,41st74av,E 41ST ST S&S 74TH E AVE,7336 E 41ST ST S & S 74TH E AVE,36.104339,-95.894247,,,,
5376,41st40Pl,E 41ST ST S&E 40TH PL S,,36.10435,-95.871738,,,,
5377,41stAtl,E 41ST ST S&S ATLANTA AVE,2512 E 41ST ST S & S ATLANTA AVE,36.104209,-95.955441,,,,
5378,41stAtlP,E 41ST ST S&S ATLANTA PL,2531 E 41ST ST S & S ATLANTA PL,36.104295,-95.954928,,,,
5379,41stBmPl,E 41ST ST S&S BIRMINGHAM PL,2621 E 41ST ST S & S BIRMINGHAM PL,36.104049,-95.952402,,,,
5380,41stCuP,E 41ST ST S&S COLUMBIA PL,2752 E 41ST ST S & S COLUMBIA PL,36.104234,-95.949865,,,,
5381,41stDar,E 41ST ST S&S DARLINGTON AVE,5114 E 41ST ST S & S DARLINGTON AVE,36.104496,-95.918724,,,,
5382,41stDar,E 41ST ST S&S DARLINGTON AVE,5230 E 41ST ST S & S DARLINGTON AVE,36.104299,-95.916922,,,,
5383,41stDel,E 41ST ST S&S DELAWARE AVE,2777 E 41ST ST S & S DELAWARE AVE,36.104324,-95.949407,,,,
5384,41stDelP,E 41ST ST S&S DELAWARE PL,2829 E 41ST ST S & S DELAWARE PL,36.104359,-95.948257,,,,
5385,41stFlor,E 41ST ST S&S FLORANCE AVE,3109 E 41ST ST S & S FLORANCE AVE,36.104377,-95.944018,,,,
5386,41stFlor,E 41ST ST S&S FLORENCE AVE,3114 E 41ST ST S & S FLORENCE AVE,36.104234,-95.943689,,,,
5387,41stFloP,E 41ST ST S&S FLORENCE PL,3152 E 41ST ST S & S FLORENCE PL,36.104245,-95.94191,,,,
5388,41stGntt,S GARNETT RD&E 41ST ST S,11189 E 41ST ST S & S GARNETT RD,36.10459,-95.85225,,,,
5389,41stHarv,S HARVARD AVE&E 41ST ST S,3187 E 41ST ST S & S HARVARD AVE,36.104413,-95.940623,,,,
5390,41stFul,E 41ST ST S&S FULTON AVE,5437 E 41ST ST S & S FULTON AVE,36.104438,-95.914613,,,,
5392,41stLew,E 41ST ST S&S LEWIS AVE,2420 E 41ST ST S & S LEWIS AVE,36.104135,-95.957537,,,,
5393,41stMem,E 41ST ST S&S MEMORIAL DR,7963 E 41ST ST S & S MEMORIAL DR,36.104541,-95.887403,,,,
5394,41st83av,E 41ST ST S & 83RD E AVE,8542 E 41ST ST/BROKEN ARROW EXPY & S 83RD E AVE,36.10435,-95.88118,,,,
5395,41stMngo,E 41ST ST S&S MINGO RD,9383 E 41ST ST S & S MINGO RD,36.104553,-95.86918,,,,
5396,41stMngo,E 41ST ST S&S MINGO RD,9794 E 41ST ST S & S MINGO RD,36.104366,-95.867554,,,,
5397,41stPeo,E 41ST ST S&S PEORIA AVE,1320 E 41ST ST S & S PEORIA AVE,36.104228,-95.975216,,,,
5398,41stRock,E 41ST ST S&S ROCKFORD AVE,1401 E 41ST ST S & S ROCKFORD AVE/S QUINCY AVE,36.104369,-95.973552,,,,
5399,41stQuin,E 41ST ST S&S QUINCY AVE,1404 E 41ST ST S & S QUINCY AVE,36.104237,-95.973345,,,,
5400,41stRock,E 41ST ST S&S ROCKFORD AVE,1470 E 41ST ST S & S ROCKFORD AVE,36.104224,-95.971742,,,,
5401,41stSher,S SHERIDAN RD&E 41ST ST S,6524 E 41ST ST S & S SHERIDAN RD,36.1043,-95.904113,,,,
5402,41stTroo,E 41ST ST S&S TROOST PL,1664 E 41ST ST S & S TROOST PL,36.104247,-95.967299,,,,
5403,41stUtic,E 41ST ST S&S UTICA AVE,1677 E 41ST ST S & S UTICA AVE,36.104352,-95.967186,,,,
5404,41stVict,E 41ST ST S&S VICTOR AVE,1804 E 41ST ST S & S VICTOR AVE,36.104222,-95.96556,,,,
5405,41stYork,E 41ST ST S&S YORKTOWN AVE,1951 E 41ST ST S & S YORKTOWN AVE,36.104332,-95.962706,,,,
5406,41stWh,E 41ST ST S&S WHEELING AVE,1952 E 41ST ST S & S WHEELING AVE,36.104216,-95.962661,,,,
5407,41stYa,E 41ST ST S&S YALE AVE,4875 E 41ST ST S & S YALE AVE,36.104454,-95.922793,,,,
5408,41stYa,E 41ST ST S&S YALE AVE,5058 E 41ST ST S & S YALE AVE,36.104266,-95.919547,,,,
5409,47Pl93av,E 47TH PL S&S 93RD E AVE,9518 E 47TH PL S & S 93RD E AVE,36.094722,-95.870086,,,,
5410,46st83av,E 46TH ST S&S 83RD E AVE,8151 E 46TH ST S & S 83RD E AVE,36.097866,-95.884267,,,,
5411,46st83av,E 46TH ST S&S 83RD E AVE,8192 E 46TH ST S & S 83RD E AVE,36.097763,-95.883568,,,,
5412,46st86av,E 46TH ST S&S 86TH E AVE,8551 E 46TH ST S & S 86TH E AVE,36.09787,-95.881106,,,,
5413,46st91av,E 46TH ST S&S 91ST E AVE,9059 E 46TH ST S & S 91ST E AVE,36.097875,-95.876156,,,,
5414,46st86av,E 46TH ST S&S 86TH E AVE,8986 E 46TH ST S & S 86TH E AVE,36.097778,-95.876935,,,,
5415,46stMngo,E 46TH ST S&S MINGO RD,9321 E 46TH ST S & S MINGO RD,36.096855,-95.872672,,,,
5416,46st93av,E 46TH ST S&S 93RD E AVE,9312 E 46TH ST S & S 93RD E AVE,36.09681,-95.8728,,,,
5417,46stMem,E 46TH ST S&S MEMORIAL DR,8108 E 46TH ST S & S MEMORIAL DR,36.097763,-95.886125,,,,
5418,47PlMngo,E 47TH PL S&S MINGO RD,9546 E 47TH PL S & S MINGO RD,36.094827,-95.86952,,,,
5420,4stHarv,E 4TH ST S&S HARVARD AVE,,36.156068,-95.940754,,,,
5421,4stHarv,E 4TH ST S  &S HARVARD AVE,,36.155908,-95.940078,,,,
5422,4stLou,E 4TH ST S&S LOUISVILLE AVE,,36.156039,-95.936065,,,,
5426,6stDet,E 6TH ST S&S DETROIT AVE,346 E 6TH ST S & S DETROIT AVE,36.151871,-95.985426,,,,
5427,6stElg,E 6TH ST S&S ELGIN AVE,373 E 6TH ST S & S ELGIN AVE,36.15214,-95.985205,,,,
5428,6stLans,E 6TH ST S&S LANSING AVE,,36.152676,-95.980688,,,,
5429,6stMad,E 6TH ST S&S MADISON AVE,,36.152834,-95.980775,,,,
5430,6stMad,E 6TH ST S&S MADISON AVE,,36.15282,-95.979961,,,,
5431,6stOw,E 6TH ST S&S OWASSO AVE,1151 E 6TH ST S & S OWASSO AVE,36.152811,-95.977894,,,,
5432,6stOw,E 6TH ST S&S OWASSO AVE,E 6TH ST S & S OWASSO AVE/S PEORIA AVE,36.152686,-95.977297,,,,
5433,6stQuin,E 6TH ST S&S QUINCY AVE,1385 E 6TH ST S & S QUINCY AVE,36.152222,-95.973602,,,,
5434,6stQuak,E 6TH ST S&S QUAKER AVE,1392 E 6TH ST S & S QUAKER AVE,36.152088,-95.973456,,,,
5435,6stRock,E 6TH ST S&S ROCKFORD AVE,1489 E 6TH ST S & S ROCKFORD AVE,36.152223,-95.971841,,,,
5436,6stRock,E 6TH ST S&S ROCKFORD AVE,1510 E 6TH ST S & S ROCKFORD AVE,36.152072,-95.971517,,,,
5437,6stTroo,E 6TH ST S&S TROOST AVE,1601 E 6TH ST S & S TROOST AVE,36.152197,-95.969617,,,,
5438,6stUtic,E 6TH ST S&S UTICA AVE,1647 E 6TH ST S & S UTICA AVE,36.152199,-95.967815,,,,
5439,Adm103p,E ADMIRAL PL& 103TH E PL,10149 E ADMIRAL PL & N 106TH E PL/S 106TH E PL,36.160851,-95.863379,,,,
5440,Adm106p,E ADMIRAL PL& 106TH E PL,E ADMIRAL PL & N 106TH E PL/S 106TH E PL,36.160832,-95.858432,,,,
5441,Adm120a,E ADMIRAL PL&N 120TH E AVE,11867 E ADMIRAL PL & N 120TH E AVE,36.16072,-95.844056,,,,
5442,Adm78av,E ADMIRAL PL&S 78TH E AVE,7499 E ADMIRAL PL & S 78TH E AVE,36.160918,-95.890335,,,,
5443,Adm89av,E ADMIRAL PL& 89TH E AVE,8889 E ADMIRAL PL & N 89TH E AVE/S 89TH E AVE,36.160887,-95.878247,,,,
5444,Adm91av,E ADMIRAL PL&N 91ST E AVE,8971 E ADMIRAL PL & N 91ST E AVE,36.160888,-95.87609,,,,
5445,AdmAlgh,E ADMIRAL PL&S ALLEGHENY AVE,5066 E ADMIRAL PL & S ALLEGHENY AVE,36.160687,-95.918802,,,,
5446,AdmDar,E ADMIRAL PL& DARLINGTON AVE,5312 E ADMIRAL PL & N DARLINGTON AVE/S DARLINGTON AVE,36.160695,-95.917741,,,,
5447,AdmJop,E ADMIRAL PL&S JOPLIN AVE,5709 E ADMIRAL PL & S JOPLIN AVE,36.160883,-95.913395,,,,
5448,AdmDar,E ADMIRAL PL&S DARLINGTON AVE,5584 E ADMIRAL PL & S DARLINGTON AVE,36.160689,-95.913704,,,,
5449,AdmJop,E ADMIRAL PL&S JOPLIN AVE,5964 E ADMIRAL PL & S JOPLIN AVE,36.160688,-95.909776,,,,
5450,AdmMem,ADMIRAL PL & MEMORIAL,8510 E ADMIRAL PL & N MEMORIAL DR/S MEMORIAL DR,36.160665,-95.886239,,,,
5451,AdmMem,E ADMIRAL PL& MEMORIAL DR,8568 E ADMIRAL PL & S MEMORIAL DR/N MEMORIAL DR,36.160665,-95.883687,,,,
5452,AdmNwdA,E ADMIRAL PL&N NORWOOD AVE,6320 E ADMIRAL PL & N NORWOOD AVE,36.160704,-95.906509,,,,
5453,AdmSand,E ADMIRAL PL&N SANDUSKY AVE,4189 E ADMIRAL PL & N SANDUSKY AVE,36.160842,-95.92804,,,,
5454,AdmSand,E ADMIRAL PL&N SANDUSKY AVE,4410 E ADMIRAL PL & N SANDUSKY AVE,36.160646,-95.927556,,,,
5455,AdmSher,E ADMIRAL PL&S SHERIDAN RD,6528 E ADMIRAL PL & S SHERIDAN RD/N SHERIDAN RD,36.160687,-95.904212,,,,
5456,AdmUrba,E ADMIRAL PL&N URBANA AVE,4608 E ADMIRAL PL & N URBANA AVE,36.160661,-95.92532,,,,
5457,AdmYa,ADMIRAL PL & YALE,4851 E ADMIRAL PL & N YALE AVE,36.160852,-95.922922,,,,
5458,AdmYa,ADMIRAL PL & YALE,4920 E ADMIRAL PL & N YALE AVE,36.160656,-95.921975,,,,
5459,AdmAlgh,E ADMIRAL PL&S ALLEGHENY AVE,4925 E ADMIRAL PL & S ALLEGHENY AVE,36.160857,-95.921932,,,,
5460,Adm85av,E ADMIRAL PL&S 85TH E AVE,8459 E ADMIRAL PL & S 85TH E AVE,36.160866,-95.883577,,,,
5461,Adm101a,E ADMIRAL PL&S 101ST E AVE,10106 E ADMIRAL PL & S 101ST E AVE,36.160586,-95.864875,,,,
5462,Adm106p,E ADMIRAL PL& 106TH E PL,E ADMIRAL PL & N 106TH E PL/S 106TH E PL,36.160539,-95.857522,,,,
5463,Adm109a,E ADMIRAL PL&S 109TH E AVE,10825 E ADMIRAL PL & S 109TH E AVE,36.160808,-95.854902,,,,
5464,Adm117a,E ADMIRAL PL&S 117TH E AVE,11722 E ADMIRAL PL & S 117TH E AVE,36.160593,-95.846136,,,,
5465,Adm67av,E ADMIRAL PL&N 67TH E AVE,6637 E ADMIRAL PL & N 67TH E AVE/S 67TH E AVE,36.160895,-95.903022,,,,
5466,Adm68av,E ADMIRAL PL&S 68TH E AVE,6718 E ADMIRAL PL & S 68TH E AVE/N 67TH E AVE,36.160653,-95.901465,,,,
5467,Adm69av,E ADMIRAL PL&S 69TH E AVE,6843 E ADMIRAL PL & S 69TH E AVE,36.160885,-95.900465,,,,
5468,Adm69av,E ADMIRAL PL&S 69TH E AVE,6988 E ADMIRAL PL & S 69TH E AVE,36.160665,-95.899123,,,,
5469,Adm72av,E ADMIRAL PL&S 72ND E AVE,7218 E ADMIRAL PL & S 72ND E AVE,36.160653,-95.896528,,,,
5470,Adm73av,E ADMIRAL PL&S 73RD E AVE,7247 E ADMIRAL PL & S 73RD E AVE,36.160881,-95.896289,,,,
5471,Adm73av,E ADMIRAL PL&S 73RD E AVE,7332 E ADMIRAL PL & S 73RD E AVE,36.160646,-95.895299,,,,
5472,Adm78av,E ADMIRAL PL&S 78TH E AVE,7808 E ADMIRAL PL & S 78TH E AVE,36.160636,-95.890056,,,,
5473,Adm89av,E ADMIRAL PL&S 89TH E AVE,8912 E ADMIRAL PL & S 89TH E AVE,36.160609,-95.877433,,,,
5474,Adm91av,E ADMIRAL PL&S 91ST E AVE,9152 E ADMIRAL PL & S 91ST E AVE,36.16063,-95.874566,,,,
5475,AdmDar,E ADMIRAL PL& DARLINGTON AVE,5031 E ADMIRAL PL & N DARLINGTON AVE/S DARLINGTON AVE,36.160872,-95.919515,,,,
5476,AdmGntt,E ADMIRAL PL&S GARNETT RD,11312 E ADMIRAL PL & S GARNETT RD,36.160524,-95.85084,,,,
5478,AdmMem,E ADMIRAL PL& MEMORIAL DR,7881 E ADMIRAL PL & N MEMORIAL DR/S MEMORIAL DR,36.160834,-95.887364,,,,
5479,AdmSher,E ADMIRAL PL& SHERIDAN RD,6459 E ADMIRAL PL & N SHERIDAN RD/S SHERIDAN RD,36.160873,-95.904959,,,,
5480,Adm101a,E ADMIRAL PL&S 101ST E AVE,10174 E ADMIRAL PL & S 101ST E AVE,36.16056,-95.86243,,,,
5481,ApchColu,E APACHE ST&N COLUMBIA AVE,2683 E APACHE ST & N COLUMBIA AVE,36.191691,-95.951743,,,,
5482,ApchCuP,E APACHE ST&N COLUMBIA PL,2712 E APACHE ST & N COLUMBIA PL,36.191516,-95.950044,,,,
5483,ApchFlor,E APACHE ST&N FLORENCE AVE,2861 E APACHE ST & N FLORENCE AVE,36.191687,-95.945843,,,,
5484,ApchCuP,E APACHE ST&N COLUMBIA PL,2896 E APACHE ST & N COLUMBIA PL,36.191505,-95.944912,,,,
5485,ApchFlor,E APACHE ST&N FLORENCE AVE,2939 E APACHE ST & N FLORENCE AVE,36.191677,-95.94363,,,,
5486,ApchHarv,E APACHE ST&N HARVARD AVE,3332 E APACHE ST & N HARVARD AVE,36.191509,-95.939945,,,,
5487,ApchNHvn,E APACHE ST&N NEW HAVEN AVE,3435 E APACHE ST & N NEW HAVEN AVE,36.191669,-95.938847,,,,
5488,ApchLew,E APACHE ST&N LEWIS AVE,2442 E APACHE ST & N LEWIS AVE,36.191526,-95.956667,,,,
5489,ApchLew,APACHE & LEWIS,2281 E APACHE ST & N LEWIS AVE,36.191729,-95.95847,,,,
5490,ApchMari,E APACHE ST&N MARION AVE,,36.191531,-95.93369,,,,
5491,ApchNHvn,E APACHE ST&N NEW HAVEN AVE,,36.19167,-95.933838,,,,
5492,ApchOswe,E APACHE ST&N OSWEGO AVE,4026 E APACHE ST & N OSWEGO AVE,36.191538,-95.931679,,,,
5493,ApchUrba,E APACHE ST&N URBANA AVE,4589 E APACHE ST & N URBANA AVE,36.191663,-95.925461,,,,
5494,ApchUrba,E APACHE ST&N URBANA AVE,4612 E APACHE ST & N URBANA AVE,36.191539,-95.924879,,,,
5495,ApchYa,E APACHE ST&N YALE AVE,4673 E APACHE ST & N YALE AVE,36.191687,-95.923196,,,,
5496,ApchYa,YALE & APACHE,4906 E APACHE ST & N YALE AVE,36.191501,-95.922155,,,,
5497,ApchYork,E APACHE ST&N YORKTOWN AVE,2126 E APACHE ST & N YORKTOWN AVE,36.191539,-95.961397,,,,
5498,123AR,N 123RD E AVE&E ARCHER ST,185 E ARCHER ST & N 124TH E AVE/N 123RD E AVE,36.162776,-95.83969,,,,
5499,ArchBos,E ARCHER ST&N BOSTON AVE,,36.15771,-95.992253,,,,
5500,ArchBos,E ARCHER ST&N BOSTON AVE,,36.15803,-95.990924,,,,
5501,ArchElg,E ARCHER ST&N ELGIN AVE,,36.158912,-95.988838,,,,
5502,ArchElg,E ARCHER ST&N ELGIN AVE,426 E ARCHER ST & N ELGIN AVE,36.159028,-95.988113,,,,
5503,ArchGrnw,E ARCHER ST&N GREENWOOD AVE,571 E ARCHER ST & N GREENWOOD AVE,36.15974,-95.986495,,,,
5504,ArchMa,E ARCHER ST&N MAIN ST,,36.157365,-95.992826,,,,
5505,IndpCin,E INDEPENDENCE ST&N CINCINNATI AVE,230 E INDEPENDENCE ST & N CINCINNATI AVE/N DETROIT AVE,36.166034,-95.99316,,,,
5507,JHFBCin,E JOHN HOPE FRANKLIN BLVD&MARTIN LUTHER KING JR BLVD,E JOHN HOPE FRANKLIN BLVD & N CINCINNATI AVE,36.164207,-95.993214,,,,
5508,Pine72av,E PINE ST&N 72ND E AVE,7248 E PINE ST & N 72ND E AVE,36.17701,-95.895894,,,,
5509,PinePit,E PINE ST&N PITTSBURG AVE,3999 E PINE ST & N PITTSBURG AVE,36.177191,-95.931463,,,,
5510,PineEvan,E PINE ST&N EVANSTON AVE,,36.177066,-95.947149,,,,
5511,Pine108a,E PINE ST&N 108TH E AVE,11202 E PINE ST & N 108TH E AVE,36.176953,-95.85414,,,,
5512,Pine107a,E PINE ST&N 107TH E AVE,,36.176935,-95.858359,,,,
5513,Pine107a,E PINE ST&N 107TH E AVE,10769 E PINE ST & N 107TH E AVE,36.177112,-95.859005,,,,
5514,Pine75av,E PINE ST&N 75TH E AVE,7520 E PINE ST & N 75TH E AVE,36.177001,-95.892686,,,,
5515,Pine89av,E PINE ST&N 89TH E AVE,,36.17711,-95.880117,,,,
5516,Pine91av,E PINE ST&N 91ST E AVE,9122 E PINE ST & N 91ST E AVE,36.176975,-95.874479,,,,
5517,Pine93av,E PINE ST&N 93RD E AVE,9171 E PINE ST & N 93RD E AVE,36.177109,-95.873859,,,,
5518,Pine95av,E PINE ST&N 95TH E AVE,9566 E PINE ST & N 95TH E AVE,36.176962,-95.870504,,,,
5519,PineAtlC,E PINE ST&N ATLANTA CT,2542 E PINE ST & N ATLANTA CT,36.177074,-95.954594,,,,
5520,PineCin,E PINE ST & MARTIN LUTHER KING JR BLVD,214 E PINE ST & N CINCINNATI AVE,36.176852,-95.993145,,,,
5521,PineElg,E PINE ST&N ELGIN AVE,259 E PINE ST & N ELGIN AVE,36.177019,-95.992079,,,,
5522,PineColl,E PINE ST&N COLLEGE AVE,3032 E PINE ST & N COLLEGE AVE,36.177064,-95.944896,,,,
5523,PineColl,E PINE ST&N COLLEGE AVE,2951 E PINE ST & N COLLEGE AVE,36.17718,-95.945911,,,,
5524,PineColu,E PINE ST&N COLUMBIA AVE,2679 E PINE ST & N COLUMBIA AVE,36.177192,-95.952335,,,,
5525,PineCuP,E PINE ST&N COLUMBIA PL,,36.177067,-95.9508,,,,
5526,PineDel,E PINE ST&N DELAWARE AVE,,36.177069,-95.949493,,,,
5527,PineDel,E PINE ST&N DELAWARE AVE,,36.177207,-95.950166,,,,
5528,PineElg,E PINE ST&N ELGIN AVE,,36.176882,-95.990835,,,,
5529,PineEvan,E PINE ST&N EVANSTON AVE,,36.177205,-95.947797,,,,
5530,PineFkft,E PINE ST&N FRANKFORT AVE,516 E PINE ST & N FRANKFORT AVE,36.176886,-95.988611,,,,
5531,PineFkft,E PINE ST&N FRANKFORT AVE,463 E PINE ST & N FRANKFORT AVE,36.17701,-95.989829,,,,
5532,PineFul,E PINE ST&N FULTON AVE,5342 E PINE ST & N FULTON AVE,36.177041,-95.91536,,,,
5533,PineFul,E PINE ST&N FULTON AVE,5287 E PINE ST & N FULTON AVE,36.17717,-95.915781,,,,
5534,PineGntt,E PINE ST & GARNETT RD,11285 E PINE ST & N GARNETT RD,36.177138,-95.851554,,,,
5535,PineGary,E PINE ST&N GARY AVE,3222 E PINE ST & N GARY AVE,36.177061,-95.941839,,,,
5536,PineGary,E PINE ST&N GARY AVE,,36.177199,-95.942256,,,,
5537,PineGrnw,GREENWOOD & PINE,620 E PINE ST & N GREENWOOD AVE,36.176884,-95.98643,,,,
5538,PineGrnw,E PINE ST&N GREENWOOD AVE,581 E PINE ST & N GREENWOOD AVE,36.177011,-95.987201,,,,
5539,PineGnwP,E PINE ST&N GREENWOOD PL,676 E PINE ST & N GREENWOOD PL,36.17703,-95.985604,,,,
5540,PineHart,E PINE ST&N HARTFORD AVE,,36.176891,-95.984416,,,,
5541,PineHart,E PINE ST&N HARTFORD AVE,,36.177023,-95.984771,,,,
5542,PineHarv,E PINE ST&N HARVARD AVE,3378 E PINE ST & N HARVARD AVE,36.177044,-95.939728,,,,
5543,PineIndy,E PINE ST&N INDIANAPOLIS AVE,3345 E PINE ST & N INDIANAPOLIS AVE,36.177224,-95.939957,,,,
5544,PineMidP,E PINE ST&N MIDLAND PL,836 E PINE ST & N MIDLAND PL,36.176886,-95.981472,,,,
5545,PineKgtP,E PINE ST&N KINGSTON PL,,36.177026,-95.909409,,,,
5546,PineMad,E PINE ST&N MADISON AVE,1020 E PINE ST & N MADISON AVE,36.176892,-95.979541,,,,
5547,PineLans,E PINE ST&N LANSING AVE,795 E PINE ST & N LANSING AVE,36.177021,-95.982037,,,,
5548,PineZuni,PINE & LEWIS,2286 E PINE ST & N ZUNIS AVE,36.177005,-95.9584,,,,
5549,PineLew,E PINE ST&N LEWIS AVE,2241 E PINE ST & N LEWIS AVE,36.177199,-95.959078,,,,
5550,PineLew,E PINE ST&N LEWIS AVE,2402 E PINE ST & N LEWIS AVE/N LEWIS PL,36.17704,-95.957442,,,,
5551,PineMem,E PINE ST&N MEMORIAL DR,,36.177009,-95.879676,,,,
5552,PineNorf,E PINE ST&N NORFOLK AVE,1140 E PINE ST & N NORFOLK AVE,36.17687,-95.97744,,,,
5553,PineNorf,E PINE ST&N NORFOLK AVE,1089 E PINE ST & N NORFOLK AVE,36.177018,-95.978104,,,,
5554,PineMari,E PINE ST&N MARION AVE,3878 E PINE ST & N MARION AVE,36.17706,-95.934245,,,,
5555,PineOswe,E PINE ST&N OSWEGO AVE,3877 E PINE ST & N OSWEGO AVE,36.177223,-95.93429,,,,
5556,PineOw,E PINE ST&N OWASSO AVE,1163 E PINE ST & N OWASSO AVE,36.177029,-95.977107,,,,
5557,PinePeo,E PINE ST&N PEORIA AVE,1338 E PINE ST & N PEORIA AVE,36.176843,-95.975149,,,,
5558,PinePit,E PINE ST&N PITTSBURG AVE,4116 E PINE ST & N PITTSBURG AVE,36.177055,-95.931195,,,,
5559,PineSher,E PINE ST&N SHERIDAN RD,6516 E PINE ST & N SHERIDAN RD,36.177019,-95.903497,,,,
5560,PineSher,E PINE ST&N SHERIDAN RD,6469 E PINE ST & N SHERIDAN RD,36.177199,-95.904911,,,,
5561,PineTren,E PINE ST&N TRENTON AVE,1577 E PINE ST & N TRENTON AVE,36.177058,-95.9699,,,,
5562,PinePeo,E PINE ST&N PEORIA AVE,1528 E PINE ST & N PEORIA AVE,36.176942,-95.97078,,,,
5563,PineTol,E PINE ST&N TOLEDO AVE,4618 E PINE ST & N TOLEDO AVE,36.177034,-95.926733,,,,
5564,PineTol,E PINE ST&N TOLEDO AVE,4607 E PINE ST & N TOLEDO AVE/N URBANA AVE,36.177166,-95.926932,,,,
5565,PineTroo,E PINE ST&N TROOST AVE,1652 E PINE ST & N TROOST AVE,36.176971,-95.96799,,,,
5567,PineVanP,E PINE ST&N VANDALIA PL,4705 E PINE ST & N VANDALIA PL,36.177169,-95.924438,,,,
5568,PineWh,E PINE ST&N WHEELING AVE,1966 E PINE ST & N WHEELING AVE,36.177018,-95.964257,,,,
5569,PineWh,E PINE ST&N WHEELING AVE,1871 E PINE ST & N WHEELING AVE,36.17712,-95.965657,,,,
5570,PineWins,E PINE ST&N WINSTON AVE,4890 E PINE ST & N WINSTON AVE,36.17702,-95.92262,,,,
5571,PineYa,E PINE ST&N YALE AVE,4857 E PINE ST & N YALE AVE,36.177169,-95.922997,,,,
5572,PineYork,E PINE ST&N YORKTOWN AVE,2085 E PINE ST & N YORKTOWN AVE,36.177147,-95.962656,,,,
5573,PineZuni,E PINE ST&N ZUNIS AVE,2232 E PINE ST & N ZUNIS AVE,36.177021,-95.959187,,,,
5574,Virg73av,E VIRGIN ST&N 73RD E AVE,7275 E VIRGIN ST & N 73RD E AVE,36.184417,-95.895881,,,,
5575,Virg73av,E VIRGIN ST&N 73RD E AVE,,36.184249,-95.895426,,,,
5576,VirgMad,E VIRGIN ST&N MADISON AVE,,36.18436,-95.98019,,,,
5577,VirgMad,VIRGIN & MADISON,E VIRGIN ST & N MADISON AVE,36.184237,-95.979824,,,,
5578,VirgPeo,E VIRGIN ST&N PEORIA AVE,,36.184306,-95.976376,,,,
5579,VirgQuak,E VIRGIN ST&N QUAKER AVE,1324 E VIRGIN ST & N QUAKER AVE,36.184191,-95.974582,,,,
5580,VirgQuin,E VIRGIN ST&N QUINCY AVE,1426 E VIRGIN ST & N QUINCY AVE,36.184202,-95.973102,,,,
5581,VirgRock,VIRGIN & ROCKFORD,1477 E VIRGIN ST & N ROCKFORD AVE,36.18429,-95.97249,,,,
5582,VirgStLu,E VIRGIN ST&N ST LOUIS AVE,1562 E VIRGIN ST & N ST LOUIS AVE,36.184214,-95.970717,,,,
5583,VirgUtic,E VIRGIN ST&N UTICA AVE,1615 E VIRGIN ST & N UTICA AVE,36.184315,-95.969598,,,,
